9	6	desktop/theme/layout-templates/{org.kubuntu.desktop.defaultPanel => org.triskel.desktop.defaultPanel}/contents/layout.js
50	50	desktop/theme/layout-templates/{org.kubuntu.desktop.defaultPanel => org.triskel.desktop.defaultPanel}/metadata.desktop
0	33	desktop/theme/look-and-feel/org.kubuntu.desktop/contents/defaults
bin	bin	desktop/theme/look-and-feel/org.kubuntu.desktop/contents/previews/fullscreenpreview.jpg
bin	bin	desktop/theme/look-and-feel/org.kubuntu.desktop/contents/previews/preview.png
17	0	desktop/theme/look-and-feel/org.triskel.desktop/contents/defaults
bin	bin	desktop/theme/look-and-feel/org.triskel.desktop/contents/previews/fullscreenpreview.jpg
bin	bin	desktop/theme/look-and-feel/org.triskel.desktop/contents/previews/preview.png
1	1	desktop/theme/look-and-feel/{org.kubuntu.desktop => org.triskel.desktop}/contents/layouts/org.kde.plasma.desktop-layout.js
6	6	desktop/theme/look-and-feel/{org.kubuntu.desktop => org.triskel.desktop}/metadata.desktop
6	6	desktop/theme/look-and-feel/{org.kubuntu.desktop => org.triskel.desktop}/metadata.json
bin	bin	desktop/triskel-logo.png
11	0	desktop/usr-share/README.md
bin	bin	desktop/usr-share/TrisquelLogo.png
bin	bin	desktop/usr-share/kubuntu-circle-128.png
0	78	desktop/usr-share/kubuntu_donate.svg
0	111	desktop/usr-share/kubuntu_tour.svg
1	1	desktop/usr-share/settings.ini
102	0	desktop/usr-share/triskel_donate.svg
482	0	desktop/usr-share/triskel_tour.svg
0	43	plymouth/kubuntu-logo/README.md
bin	bin	plymouth/kubuntu-logo/bullet.png
bin	bin	plymouth/kubuntu-logo/capslock.png
bin	bin	plymouth/kubuntu-logo/entry-nolock.png
bin	bin	plymouth/kubuntu-logo/entry.png
bin	bin	plymouth/kubuntu-logo/keyboard.png
0	4	plymouth/kubuntu-logo/keyboard_24px.svg
0	4	plymouth/kubuntu-logo/keyboard_48px.svg
bin	bin	plymouth/kubuntu-logo/keymap-render.png
0	10	plymouth/kubuntu-logo/kubuntu-logo.grub
0	58	plymouth/kubuntu-logo/kubuntu-logo.plymouth
0	514	plymouth/kubuntu-logo/kubuntu-logo.script
bin	bin	plymouth/kubuntu-logo/lock.png
0	283	plymouth/kubuntu-logo/lock.svg
bin	bin	plymouth/kubuntu-logo/progress-00.png
bin	bin	plymouth/kubuntu-logo/throbber-0001.png
bin	bin	plymouth/kubuntu-logo/throbber-0002.png
bin	bin	plymouth/kubuntu-logo/throbber-0003.png
bin	bin	plymouth/kubuntu-logo/throbber-0004.png
bin	bin	plymouth/kubuntu-logo/throbber-0005.png
bin	bin	plymouth/kubuntu-logo/throbber-0006.png
bin	bin	plymouth/kubuntu-logo/throbber-0007.png
bin	bin	plymouth/kubuntu-logo/throbber-0008.png
bin	bin	plymouth/kubuntu-logo/throbber-0009.png
bin	bin	plymouth/kubuntu-logo/throbber-0010.png
bin	bin	plymouth/kubuntu-logo/throbber-0011.png
bin	bin	plymouth/kubuntu-logo/throbber-0012.png
bin	bin	plymouth/kubuntu-logo/throbber-0013.png
bin	bin	plymouth/kubuntu-logo/throbber-0014.png
bin	bin	plymouth/kubuntu-logo/throbber-0015.png
bin	bin	plymouth/kubuntu-logo/throbber-0016.png
bin	bin	plymouth/kubuntu-logo/throbber-0017.png
bin	bin	plymouth/kubuntu-logo/throbber-0018.png
bin	bin	plymouth/kubuntu-logo/throbber-0019.png
bin	bin	plymouth/kubuntu-logo/throbber-0020.png
bin	bin	plymouth/kubuntu-logo/throbber-0021.png
bin	bin	plymouth/kubuntu-logo/throbber-0022.png
bin	bin	plymouth/kubuntu-logo/throbber-0023.png
bin	bin	plymouth/kubuntu-logo/throbber-0024.png
bin	bin	plymouth/kubuntu-logo/throbber-0025.png
bin	bin	plymouth/kubuntu-logo/throbber-0026.png
bin	bin	plymouth/kubuntu-logo/throbber-0027.png
bin	bin	plymouth/kubuntu-logo/throbber-0028.png
bin	bin	plymouth/kubuntu-logo/throbber-0029.png
bin	bin	plymouth/kubuntu-logo/throbber-0030.png
bin	bin	plymouth/kubuntu-logo/throbber-0031.png
bin	bin	plymouth/kubuntu-logo/throbber-0032.png
bin	bin	plymouth/kubuntu-logo/throbber.xcf
bin	bin	plymouth/kubuntu-logo/watermark.png
0	15	plymouth/kubuntu-text/kubuntu-text.plymouth.in
bin	bin	wallpaper/Aramo/contents/images/5120x2880.jpg
bin	bin	wallpaper/Aramo/contents/screenshot.png
4	0	wallpaper/Aramo/metadata.desktop
bin	bin	wallpaper/Ecne/contents/images/3840x2160.jpg
bin	bin	wallpaper/Ecne/contents/screenshot.jpg
4	0	wallpaper/Ecne/metadata.desktop
bin	bin	wallpaper/Nabia/contents/images/4494x3000.jpg
bin	bin	wallpaper/Nabia/contents/screenshot.png
4	0	wallpaper/Nabia/metadata.desktop
